source	interaction	target
CDKN2A	-1	E2F1
E2F1	1	CDKN2A
E2F2	1	PCNA
E2F6	-1	BRCA1
UBE2T	1	FANCL
UBE2T	1	FANCI
SUMO1	1	PML
UBE2T	1	FANCD2
TP53	1	EGFR
MAPKAPK2	-1	CDC25A
TP53	1	EPHA2
CHEK1	-1	CDC25B
TP53	1	EDN2
MAPKAPK2	-1	CDC25C
MAPKAPK2	-1	CDC25B
TP53	1	HTT
TP53	1	FANCC
TP53	1	HGF
NFE2L2	1	PRDX1
ATM	1	BID
ATR	1	RBBP8
ATR	1	FANCI
E2F1	1	APAF1
CDK1	1	E2F1
E2F1	1	CDK1
TP53	1	BDKRB2
TP53	1	BID
MAP3K8	1	MAP3K14
IKBKB	-1	TSC1
MAP3K8	1	MAP2K4
AKT1	-1	RICTOR
RICTOR	1	AKT1
MTOR	1	EIF4EBP1
EIF4EBP1	1	MTOR
BCL10	1	IKBKG
TP53	1	CASP6
TP53	1	CASP10
TP53	1	CASP1
MAP3K14	1	IKBKB
TP53	1	RGCC
TP53	1	BNIP3L
TNFAIP3	-1	IKBKB
TP53	-1	BIRC5
TNIP1	1	IKBKG
E2F2	1	EZH2
E2F1	1	DBF4
CCNA2	1	E2F1
E2F1	1	CCNA2
IL22	1	IL10RB
TP53	1	CD82
EPO	1	EPOR
EPOR	-1	EPO
TP53	-1	CDC25C
MAPKAPK2	1	TSC2
TP53	1	COL18A1
JAK2	1	STAT3
TP53	1	DKK1
KSR2	-1	MAP3K8
CHEK2	1	TP53
NFKB1	-1	MAP3K8
MAP3K8	-1	NFKB1
ATM	1	STK11
HIPK2	1	TP53
ATM	1	PPP2R5C
CASP1	1	IL37
CASP1	1	IL33
CCL3L1	1	CCR5
TNFRSF10C	-1	TNFSF10
TNFSF10	1	TNFRSF10C
MAP3K7	1	IKBKB
STK11	1	PRKAG1
TNFRSF10A	1	TNFRSF10B
TNFRSF10A	1	RIPK1
TNFRSF10B	1	RIPK1
NMI	1	STAT1
KRT18	-1	TRADD
MYC	1	PMAIP1
ATM	1	ABL1
TNFRSF10A	1	TRADD
TNFRSF10B	1	TRADD
TRAF2	1	BIRC2
BIRC2	-1	TRAF2
STAT1	1	SOCS1
IL10	1	IL10RA
NLRP1	1	CASP5
CASP1	1	FGF2
CASP1	-1	PYCARD
PYCARD	1	CASP1
CARD18	-1	CASP1
CARD16	-1	CASP1
JAK1	1	IRS1
IRS1	1	JAK1
CASP1	1	IL1A
JAK1	1	IRS2
INSR	1	IRS2
ATF2	1	MMP2
TRAF2	1	MAP3K14
MAP3K14	1	TRAF2
MAVS	-1	IFIH1
IFIH1	1	MAVS
NOD2	1	MAP3K14
PRKDC	1	CASP2
STAT1	1	MYC
STAT1	1	IRF1
EIF2AK2	1	STAT1
TICAM1	1	RIPK1
TICAM1	1	TBK1
TICAM1	1	IKBKE
IFNG	1	IFNGR1
IRF3	1	IFNB1
IRF7	1	IFNB1
DAPK3	1	CDKN1A
ZDHHC9	1	HRAS
ZDHHC9	1	NRAS
IGF2	1	IGF2R
IGF2R	1	IGF2
FLT3LG	1	FLT3
KITLG	1	KIT
IGF2	1	IGF1R
ATM	1	STRAP
SMG1	1	TP53
TLR4	1	TIRAP
TLR4	1	TICAM2
TICAM2	1	TICAM1
TRAF6	1	MAP3K7
TICAM1	1	TRAF6
TLR3	1	TICAM1
MYD88	1	IRAK4
FOXO1	1	ATG7
CARD8	-1	CASP9
SERPINB9	-1	CASP1
CASP1	-1	CARD8
CARD8	-1	CASP1
TP53	-1	BCL2
BCL2	-1	TP53
CFLAR	-1	ATG3
RPS6KA3	-1	BAD
CDK1	1	BIRC5
TP53	1	VDR
TP53	1	TSC2
APLF	1	PARP1
ATM	1	TRIM28
CHEK1	1	RAD51
RAD51	1	CHEK1
AXIN1	1	GSK3B
GSK3B	1	AXIN1
CSNK1A1	-1	PRKN
LRP6	-1	GSK3B
GSK3B	1	LRP6
USP1	1	FANCD2
MAPK8	-1	YWHAZ
CHEK2	-1	CDC25A
PLK1	1	WEE1
ATM	1	HMGA1
CDK5	1	PRKN
CSNK1A1	1	CTNNB1
CSNK1A1	-1	CDC25A
CHEK1	1	TP53
E2F1	1	CASP3
TP53	1	MMP2
TP53	1	MET
TP53	1	NLRC4
ATR	1	E2F1
YWHAQ	1	E2F1
E2F1	1	YWHAQ
E2F1	1	DDB2
DDB2	1	E2F1
ATM	1	MDM2
DDX17	1	ESR1
TP53	1	RB1
TP53	1	PYCARD
TP53	-1	PTK2
TP53	1	PTEN
TP53	1	PRKAB1
SGK1	1	FOXO3
AKT1	1	FOXO1
TP53	1	PML
TP53	1	PLK3
PLK3	1	TP53
E2F1	1	CCNB1
E2F1	1	CASP7
TP53	1	SERPINE1
TP53	1	SFN
TP53	1	COP1
COP1	-1	TP53
TP73	-1	TP53
TP53	1	TP73
TP53	1	TP63
CDC25C	1	CCNB1
GSK3B	1	CCND1
TP53	1	STEAP3
TP53	1	SH2D1A
TP53	1	TNFRSF10C
TP53	1	TNFRSF10A
TP53	1	TGFA
AXIN1	1	MYC
GSK3B	1	MYC
IKBKB	-1	IKBKG
IKBKG	1	IKBKB
CHEK1	1	CDC25A
KAT7	1	H4-16
CASP6	1	CASP8
CASP8	1	CASP6
CDK1	1	CSNK2B
DYRK2	1	TP53
TBK1	1	IRF7
MAVS	1	TBK1
TLR5	1	MYD88
RIPK2	1	BCL10
TNFRSF10A	1	FADD
TP53	1	HIF1A
HIF1A	1	TP53
TP53	-1	CSNK2B
CSNK2B	1	TP53
ABL1	1	WASL
APIP	-1	APAF1
TNFAIP3	-1	IKBKG
CASP1	1	IL1B
CASP1	1	IL18
ABL2	1	WASL
ABL1	1	WRN
CAPNS1	1	CAPN2
BID	1	BAK1
BID	1	BAX
XIAP	-1	DIABLO
DIABLO	1	XIAP
CDK1	1	WEE1
WEE1	-1	CDK1
KMT5B	1	H4-16
XRCC5	1	PRKDC
MAPKAPK2	1	HSPB1
E2F1	1	HIC1
SOCS3	-1	TRAF6
MAPK3	1	MAP2K2
MAP2K2	1	MAPK3
MAPK8	1	BMF
IRS1	1	MAPK8
MAPK8	1	IRS1
MAPK8	1	MAPK8IP1
MAPK8IP1	1	MAPK8
CASP5	1	IL18
MAPK8	1	BAX
MAPK1	1	MAP2K1
MAP2K1	1	MAPK1
PPM1D	-1	ATM
HSP90AA1	1	SMYD2
SMYD2	-1	TP53
CCL5	1	CCR5
CCL8	1	CCR5
CCL4	1	CCR5
IL6	1	IL6ST
MAVS	1	IKBKB
FKBP8	1	BCL2L1
FKBP8	1	BCL2
GSK3A	1	BCL3
PPM1D	1	CHEK2
KMT5A	-1	H4-16
DIABLO	1	BIRC2
BIRC3	-1	DIABLO
DIABLO	1	BIRC3
BIRC5	-1	DIABLO
DIABLO	-1	BIRC5
FADD	1	RIPK1
RIPK1	1	FADD
HTRA2	-1	BIRC6
BIRC6	-1	HTRA2
HTRA2	-1	BIRC3
HTRA2	-1	BIRC2
ATG4B	1	GABARAPL1
HTRA2	-1	XIAP
ATG4B	1	GABARAP
BIRC6	-1	DIABLO
DIABLO	-1	BIRC6
BNIP3L	1	GABARAPL1
ATG4A	1	GABARAPL2
CASP3	-1	IKBKB
CASP3	1	EIF4B
ATG4B	1	GABARAPL2
ATM	1	IKBKG
BIRC2	-1	CASP7
BIRC3	-1	CASP7
ATM	1	H2AX
H2AX	1	MDC1
CASP3	1	CTNNB1
BIRC5	-1	CASP9
CASP3	1	GORASP1
GORASP1	1	CASP3
EGFR	1	GRB2
GRB2	1	EGFR
CASP3	1	ROCK1
ROCK1	1	CASP3
TAB2	1	TRAF6
TRAF6	1	TAB2
MAP3K7	1	TAB1
TAB1	1	MAP3K7
BIRC3	-1	CASP9
CASP3	-1	BIRC6
BIRC6	-1	CASP3
WDFY3	1	ATG12
CASP3	1	CASP7
MAP3K7	-1	TAB2
TAB2	1	MAP3K7
MAP3K5	1	DAXX
DAXX	1	MAP3K5
FAS	1	DAXX
DAXX	-1	FAS
SQSTM1	1	WDFY3
WDFY3	1	SQSTM1
BCL2L2	-1	BAK1
CASP7	-1	PARP1
EGFR	1	EGF
EGF	1	EGFR
BCL2L2	-1	BAX
TRAF2	1	MAP3K5
RPS6KA3	-1	TSC2
RPS6KA1	-1	TSC2
MAPK3	-1	TSC2
IL1A	1	IL1R1
RAB7A	1	FYCO1
TRAF2	1	IKBKB
TP53	1	FASLG
BAK1	1	HTRA2
CASP2	-1	GOLGA3
BID	-1	BCL2L2
BCL2L2	-1	BID
BCL2L2	-1	BAD
BAD	-1	BCL2L2
BBC3	-1	BCL2L2
BCL2L11	-1	BCL2L2
BCL2L2	-1	BCL2L11
BCL2L11	-1	BCL2
BCL2	-1	BCL2L11
BID	-1	BCL2L1
BCL2L1	-1	BID
BCL2L11	-1	BCL2L1
BCL2L1	-1	BCL2L11
BCL2	-1	BAK1
BCL2L11	1	BAK1
BCL2L1	-1	BAK1
BAK1	1	BCL2L1
TP53	1	BCL6
BCL6	-1	TP53
TP53	1	RAD51
PIDD1	1	RIPK1
PIDD1	1	CRADD
CRADD	1	RIPK1
CRADD	1	CASP2
CASP2	1	TRAF2
TRAF2	1	RIPK1
TRADD	1	RIPK1
TP53	1	HIC1
TP53	-1	HSP90AB1
TP53	1	LIF
TP53	1	IGFBP3
TP53	1	IRF5
MAPK1	1	RPTOR
FBXO5	-1	ANAPC11
PLK1	1	FBXO5
CDK1	1	FBXO5
BTRC	-1	FBXO5
RBX1	1	UBE2M
ZBTB17	1	CDKN1A
OS9	1	EGLN1
OS9	1	EGLN3
HIF1A	1	EGLN1
EGLN1	1	HIF1A
HIF1A	1	EGLN3
EGLN3	1	HIF1A
EGLN2	1	HIF1A
VHL	-1	HIF1A
MYB	1	GATA3
BRCA1	1	PALB2
PALB2	1	BRCA1
EP300	1	MYB
CREBBP	1	MYB
MYB	1	COL1A2
NLK	1	MYB
TIMELESS	1	ATR
GSK3B	1	MDM2
RORC	1	ARNTL
ARNTL	1	NR1D1
NR1D1	-1	ARNTL
PER1	-1	ARNTL
PER2	-1	ARNTL
PER3	-1	ARNTL
CAND1	-1	CUL1
UBE2M	1	CUL1
JUN	1	PTGS2
DKK1	1	LRP6
SIRT6	-1	RELA
DKK1	-1	LRP5
WNT5A	1	FZD5
COPS5	1	HIF1A
COPS5	1	MDM2
COPS5	1	JUN
COPS5	-1	CDKN1B
NKRF	-1	NFKB2
NKRF	-1	NFKB1
NKRF	-1	RELA
NKRF	-1	REL
TWIST1	-1	CDH1
TWIST1	-1	RELA
TWIST1	1	AKT2
FRAT1	1	GSK3B
CSNK2A1	1	CTNNB1
ATM	-1	RPA1
KAT5	1	AR
KAT5	1	MYC
PPP5C	1	ATM
MTNR1A	1	GNAI3
MTNR1A	1	GNAI2
PPM1D	-1	H2AX
TP53	-1	MIR17HG
SMARCB1	1	MYC
TRIM28	-1	STAT3
RB1	-1	E2F1
E2F1	1	RB1
KLF6	-1	PTTG1
CDC73	1	MYC
EP300	-1	HDAC6
HDAC6	1	CTTN
KDM4A	1	AR
TRIM8	-1	SOCS1
RECQL5	-1	RAD51
DDX5	1	TP53
DDX5	1	HDAC1
IKBKE	1	NFKBIA
NFKBIZ	-1	STAT3
GATA3	1	IL10
JAK1	1	STAT3
PLK1	-1	PKMYT1
CHUK	1	NFKB2
TNFSF14	1	LTBR
CD40LG	1	CD40
LTA	1	TNFRSF1A
LTB	1	LTBR
LTBR	1	MAP3K14
MAP3K14	1	STAT3
BCL3	1	NFKB2
BCL3	1	NFKB1
STAT3	1	PIM1
CDK2	1	FOXO1
FOXO3	1	BCL2L11
TP53	1	EP300
EP300	1	TP53
CTNNB1	1	FOXO1
NRG1	1	ERBB2
CD40	1	TRAF2
ERBB3	1	GRB7
AKT1	1	FOXO3
AKT1	1	FOXO4
SKP2	1	FOXO1
NFKB1	1	CREBBP
CREBBP	1	NFKB1
USP7	1	FOXO1
SIRT1	1	FOXO1
KL	-1	IGF1R
CTNNB1	1	FOXO4
CTNNB1	1	FOXO3
AKT1	1	EP300
CHUK	1	CREBBP
NOLC1	-1	CSNK2A1
BAX	1	BAK1
BAK1	1	BAX
PRMT5	-1	H4-16
APC2	1	CTNNB1
SIRT1	1	SUV39H1
SIAH1	-1	CTNNB1
HDAC2	1	H4-16
H2AX	1	TP53BP1
TRAF2	1	MAP3K7
PRKD1	1	HSPB1
GSK3A	1	LRP6
SETD7	1	TP53
RCOR1	1	KDM1A
NKIRAS1	1	NFKBIA
E2F1	1	RAD51
BACH1	-1	NFE2L2
NKIRAS2	1	NFKBIB
GSK3B	-1	CTNNB1
TP53	1	SIAH1
MAPK3	-1	BCL2L11
MAPK1	-1	BCL2L11
CASP8	1	CASP7
CASP8	1	BID
NGF	1	NTRK1
NTRK1	1	NGF
CEBPB	1	RUNX2
CASP7	1	CASP9
CASP9	1	CASP7
MAPK3	1	CEBPB
MAPK1	1	CEBPB
BNIP3	-1	RHEB
BMI1	1	CDKN2A
CSNK1A1	1	CREB1
BCL2L1	1	BAD
BAD	1	BCL2L1
KDM3A	1	AR
FADD	1	CASP10
CFLAR	-1	FADD
CASP3	1	CASP6
CASP6	1	CASP3
FOXO3	1	FASLG
SIRT1	1	FOXO3
FOXO3	1	CDKN1B
FOXO3	1	GADD45A
ATM	1	FBXO31
BCL2	-1	BAD
BAD	1	BCL2
BCL2	-1	BAX
BAX	-1	BCL2
BCL2L1	-1	BAX
JAK1	1	IL4R
IL4R	1	JAK1
RPS6KA4	1	FOS
IL4	1	IL4R
IL4R	1	JAK3
NEK11	-1	CDC25A
IL3RA	1	JAK2
AKT1	1	SMARCC1
PDPK1	1	PRKCA
STAT6	1	THY1
PIAS4	1	STAT1
STAT6	1	GATA3
MAPK3	1	RPS6KA5
FOXO3	1	PINK1
IKBKB	1	NFKB1
NFKB1	1	IKBKB
MAP3K8	1	MAP2K1
MAP3K8	1	MAP2K2
BTK	-1	TIRAP
KMT5C	1	H4-16
MAP3K8	1	MAP2K3
PDK1	1	SGK1
SGK1	1	FOXO1
KAT5	1	TP53
MDM2	-1	KAT5
CDK1	1	KAT5
DDX58	1	MAVS
MAVS	-1	DDX58
IRF3	1	TBK1
TBK1	1	IRF3
MAPK8	1	JUN
HSPA5	-1	EIF2AK3
EIF2AK3	1	NFE2L2
MAP2K6	1	MAPK11
CDK5RAP3	1	CDK1
HSPA5	-1	ERN1
SIRT1	1	NBN
HSPA5	-1	ATF6
JAK2	1	GHR
GHR	1	JAK2
PRLR	1	JAK2
JAK2	1	LEPR
LEPR	1	JAK2
IL5RA	1	JAK2
SOCS3	1	CSF3R
PARP1	1	PIAS4
SOCS3	-1	LIFR
SOCS3	-1	IL6R
CREB1	1	CRTC2
CRTC2	1	CREB1
CREB1	1	CREBBP
CREBBP	1	CREB1
BAG2	1	STUB1
CSNK1E	1	DVL1
CSNK1D	1	PER2
KAT5	1	H4-16
SIRT1	1	KAT5
RPS6KA4	1	CREB1
TRIM28	1	STAT1
TRIM28	-1	HDAC1
HDAC1	1	TRIM28
HDAC2	1	STAT3
MEN1	1	KMT2A
KMT2A	1	MEN1
GZMA	-1	SET
SIRT1	-1	RELA
SET	-1	NME1
SIRT1	-1	RELB
STAT1	-1	CREBBP
GZMA	1	APEX1
GZMA	-1	HMGB2
IL10	-1	NFKB1
HSPB1	1	AR
AR	1	HSPB1
HIF1A	1	BNIP3
TGFA	1	EGFR
PRKCA	1	MAPK1
PRKCA	1	MAPK3
EP300	-1	BCL6
EGFR	1	SRC
SRC	1	EGFR
CYLD	-1	IKBKG
HOXA10	1	FOXO1
AR	1	FOXO1
FOXO1	1	AR
CEBPB	1	FOXO1
FOXO1	1	IGFBP1
PRKDC	1	TRIM28
ATM	1	AVEN
AVEN	1	ATM
MAPK11	1	ATF2
PPM1D	1	MDM2
PPARA	1	LPL
FOXO1	-1	PPARG
BIRC2	1	IKBKG
RPS6KB1	-1	MTOR
MTOR	1	RPS6KB1
ITCH	-1	CFLAR
TXN	1	NFKB1
BLM	1	FANCD2
FANCD2	1	BLM
GRB2	1	SOS1
SOS1	1	GRB2
KAT2B	1	EP300
FANCD2	1	FANCL
FANCL	1	FANCD2
FANCI	1	FANCL
FANCL	1	FANCI
CREBBP	1	KAT2B
KAT2B	1	CREBBP
SIRT1	-1	WRN
HDAC1	-1	TP53
ADRM1	1	UCHL5
SIRT1	1	XRCC6
AURKA	1	BRCA1
ATM	1	ATF2
MTA1	-1	ESR1
RPS6KA4	1	RELA
PDPK1	1	AKT1
AKT1	1	PDPK1
CDK1	-1	TP53BP1
EP300	1	DDX5
EP300	1	H4-16
EP300	1	PARP1
ZNF350	1	TRIM28
CTNNB1	1	EP300
EP300	1	CTNNB1
CSNK1A1	1	LEF1
EP400	-1	KAT5
EP300	1	TDG
CHD8	-1	CTNNB1
CSNK1A1	-1	PHLPP1
CSNK1A1	-1	IFNAR1
AXIN1	1	CSNK1A1
CSNK1A1	1	AXIN1
FBXO31	-1	CCND1
PRKDC	1	HNRNPU
ATRIP	1	BRCA1
NCOR2	-1	PPARG
NCOR1	-1	PPARG
PPARG	1	SORBS1
SIRT1	1	NCOR2
SIRT1	1	NCOR1
FBXW7	1	NOTCH1
CTNNB1	1	TCF7L2
SMAD3	1	FOXO1
NCOR1	-1	RBPJ
ESR1	-1	FOXO1
MAPKAPK2	1	CREB1
NLK	-1	TCF7L2
SOX17	-1	TCF7L2
FOXG1	-1	FOXO1
PRKCQ	1	CARD11
MYC	-1	CDKN1A
EP300	1	SMAD2
SMAD2	1	EP300
APEX1	1	ARNT
TIPIN	1	RPA1
TIPIN	1	TIMELESS
TIMELESS	1	TIPIN
EP300	-1	FEN1
MAP3K7	1	NLK
MSH2	1	ATR
CHEK1	1	TLK1
APEX1	1	TXN
ROCK1	1	LIMK2
CDC42BPA	1	LIMK1
CDC42BPA	1	LIMK2
CFL1	1	LIMK1
LIMK1	1	CFL1
LIMK2	1	CFL1
LIMK1	1	ROCK1
ROCK1	1	LIMK1
ATRIP	1	TOPBP1
TOPBP1	1	ATRIP
TRAF6	1	TAB1
USP28	1	MYC
MED14	1	STAT2
KPNA2	1	IRF1
CDC14B	1	FZR1
IRAK1	1	IRF7
TLR2	1	TICAM2
TICAM2	1	MYD88
HNRNPK	1	TP53
BIRC2	-1	MAP3K14
BIRC3	-1	MAP3K14
BIRC2	1	RIPK1
BIRC3	1	RIPK1
ERCC6	-1	TP53
BIRC7	-1	DIABLO
DIABLO	-1	BIRC7
TRAF6	1	AKT1
TLR10	1	MYD88
MYD88	1	IRAK1
TLR8	1	MYD88
MPG	-1	ESR1
TDG	1	CREBBP
CREBBP	1	TDG
HSF1	1	PRKDC
ELAVL1	1	MYC
TDG	1	ESR1
STAT1	1	CASP1
ELAVL1	1	TP53
HIF1AN	1	HIF1A
MAPK3	1	HIF1A
MAPK1	1	HIF1A
KDM1A	-1	TP53
NF1	1	HRAS
RNF135	1	DDX58
KAT2B	-1	CDK2
TELO2	1	MTOR
TELO2	1	ATM
GADD45A	-1	CDK1
CHEK2	1	TERF2
TERF2	-1	CHEK2
CDK1	1	CDC25A
CDC25A	1	CDK1
TRIM28	1	MDM2
ATM	-1	ZNF420
CHEK1	1	CLSPN
CLSPN	1	CHEK1
EP300	1	HIF1A
EP300	1	ARNT
HIF1AN	1	EPAS1
CREBBP	1	ARNT
MAD2L1	-1	ANAPC7
FBXO5	-1	FZR1
BUB1B	1	CDC20
MAD2L1	-1	CDC20
TLR9	1	MYD88
TLR7	1	MYD88
SMARCA4	1	CDKN1A
E2F4	-1	MYBL2
ATM	1	BLM
MAPK14	-1	CCND2
MCM10	1	POLA1
KPNA2	1	CHEK2
BUB1	1	CDC20
KIF4A	1	PRC1
MAPK7	1	NR4A1
IRAK4	1	IRAK1
E2F1	1	ATM
ATM	1	E2F1
CDK2	-1	CDKN1A
CDKN1A	-1	CDK2
ATM	1	SP1
MAP3K3	1	MAP2K5
ATM	1	MDM4
TP53	-1	NFYA
ING2	1	EP300
SIRT1	1	APEX1
MDM4	1	MDM2
MDM2	1	MDM4
MDM4	-1	TP53
TP53	1	MDM4
APEX1	1	STAT3
APC	1	CTNNB1
CCNH	1	CDK7
NEDD8	-1	CUL4A
ATR	1	ATM
AURKA	1	CENPA
CENPA	1	AURKB
AURKB	1	CENPA
KDM1A	1	AR
MAPK8	1	ITCH
AURKA	1	CDC25B
CDK1	1	CDC25B
CDC25B	1	CDK1
PLK1	1	CLSPN
ATR	-1	CLSPN
ATR	1	FANCD2
SHPRH	1	PCNA
USP1	-1	PCNA
DTL	1	CUL4A
CHEK2	1	MDM2
MDM2	1	CHEK2
CAND1	-1	CUL4A
ASF1A	1	H4-16
CHEK2	-1	ASF1A
ASF1B	1	H4-16
PLK1	1	CDC25C
TRAF6	1	MAP3K5
PLK1	1	FOXM1
FOXM1	1	PLK1
FOXM1	1	AURKB
ECT2	1	CDC42
RACGAP1	-1	CDC42
CCNB1	1	FOXM1
FOXM1	1	CCNB1
FOXM1	1	CDC25B
ECT2	1	RHOA
RHOA	1	ROCK1
ROCK1	1	RHOA
ATM	1	PRKDC
GLRX	-1	MAP3K5
TXN	-1	MAP3K5
CDKN1A	-1	PCNA
TP73	1	FAS
WSB1	-1	HIPK2
SIAH2	-1	HIPK2
YAP1	1	TP73
ITCH	1	TP73
ATM	-1	SIAH1
CDK2	-1	RB1
SIAH1	-1	HIPK2
HIPK2	1	CTBP1
